import time: self [us] | cumulative | imported package
import time:      2238 |      19740 |                                                                     torch.distributed._shard.sharded_tensor.api
import time:      1130 |       1130 |                                                                       torch.distributed._shard.sharded_tensor._ops.misc_ops
import time:       915 |        915 |                                                                         torch.distributed._shard.sharded_tensor._ops._common
import time:      1412 |       2327 |                                                                       torch.distributed._shard.sharded_tensor._ops.tensor_ops
import time:      1328 |       1328 |                                                                         torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops
import time:       968 |        968 |                                                                         torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops._common
import time:      1394 |       3690 |                                                                       torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding
import time:      1314 |       1314 |                                                                       torch.distributed._shard.sharding_spec.chunk_sharding_spec_ops.embedding_bag
import time:      1130 |       1130 |                                                                       torch.distributed._shard.sharded_tensor._ops.binary_cmp
import time:      1129 |       1129 |                                                                       torch.distributed._shard.sharded_tensor._ops.init
import time:      1431 |      12148 |                                                                     torch.distributed._shard.sharded_tensor._ops
import time:      1302 |      36046 |                                                                   torch.distributed._shard.sharded_tensor
import time:       936 |        936 |                                                                   torch.distributed._shard.sharder
import time:      1537 |       1537 |                                                                     torch.distributed._shard.sharding_plan.api
import time:       844 |       2380 |                                                                   torch.distributed._shard.sharding_plan
import time:      1488 |      40848 |                                                                 torch.distributed._shard.api
import time:      1821 |      42669 |                                                               torch.distributed._shard
import time:        14 |      42682 |                                                             torch.distributed._shard.sharded_tensor
import time:        27 |      42708 |                                                           torch.distributed._shard.sharded_tensor.api
import time:      1069 |       1069 |                                                           torch.distributed.fsdp._shard_utils
import time:       910 |      44686 |                                                         torch.distributed.fsdp._fsdp_extensions
import time:      4106 |     183708 |                                                       torch.distributed.fsdp._flat_param
import time:      2045 |       2045 |                                                         torch.distributed.fsdp._fully_shard._fsdp_api
import time:      1410 |       1410 |                                                               torch.distributed._composable.contract
import time:      1486 |       2895 |                                                             torch.distributed._composable.checkpoint_activation
import time:      1550 |       1550 |                                                             torch.distributed._composable.replicate
import time:      1229 |       5673 |                                                           torch.distributed._composable
import time:      2654 |       2654 |                                                           torch.distributed.fsdp._fully_shard._fsdp_common
import time:     12524 |      12524 |                                                                   torch.distributed.fsdp._fully_shard._fsdp_param
import time:      9747 |      22270 |                                                                 torch.distributed.fsdp._fully_shard._fsdp_collectives
import time:      2123 |      24393 |                                                               torch.distributed.fsdp._fully_shard._fsdp_param_group
import time:      1352 |      25744 |                                                             torch.distributed.fsdp._fully_shard._fsdp_state
import time:       984 |      26727 |                                                           torch.distributed.fsdp._fully_shard._fsdp_init
import time:      1318 |      36371 |                                                         torch.distributed.fsdp._fully_shard._fully_shard
import time:      1452 |      39867 |                                                       torch.distributed.fsdp._fully_shard
import time:      1086 |       1086 |                                                         torch.distributed.fsdp._traversal_utils
import time:      1336 |       1336 |                                                           torch.distributed.algorithms._comm_hooks.default_hooks
import time:       861 |       2196 |                                                         torch.distributed.algorithms._comm_hooks
import time:      1024 |       1024 |                                                         torch.distributed.fsdp._dynamo_utils
import time:      1231 |       1231 |                                                           torch.distributed.fsdp._exec_order_utils
import time:       978 |        978 |                                                           torch.distributed.fsdp._limiter_utils
import time:      1380 |       1380 |                                                           torch.distributed.fsdp.wrap
import time:      1676 |       1676 |                                                                 torch.distributed.tensor.parallel.style
import time:      1613 |       3288 |                                                               torch.distributed.tensor.parallel.api
import time:      1499 |       1499 |                                                               torch.distributed.tensor.parallel.loss
import time:      2196 |       6982 |                                                             torch.distributed.tensor.parallel
import time:      1256 |       1256 |                                                             torch.distributed.tensor.parallel._data_parallel_utils
import time:      1448 |       9685 |                                                           torch.distributed.tensor.parallel.fsdp
import time:       426 |        426 |                                                           torchdistx
import time:      2195 |      15892 |                                                         torch.distributed.fsdp._init_utils
import time:      2983 |       2983 |                                                         torch.distributed.fsdp._runtime_utils
import time:      1357 |       1357 |                                                         torch.distributed.fsdp._wrap_utils
import time:       849 |        849 |                                                             torch.cuda._pin_memory_utils
import time:      2979 |       3828 |                                                           torch.distributed._state_dict_utils
import time:       879 |        879 |                                                           torch.distributed.fsdp._debug_utils
import time:      3028 |       7735 |                                                         torch.distributed.fsdp._optim_utils
import time:       870 |        870 |                                                           torch.distributed.fsdp._unshard_param_utils
import time:      1392 |       2261 |                                                         torch.distributed.fsdp._state_dict_utils
import time:      2299 |      36830 |                                                       torch.distributed.fsdp.fully_sharded_data_parallel
import time:      3130 |     263535 |                                                     torch.distributed.fsdp
import time:        23 |     263557 |                                                   torch.distributed.fsdp._fully_shard
import time:      3623 |       3623 |                                                   torch._higher_order_ops.triton_kernel_wrap
import time:      4041 |     271220 |                                                 torch._dynamo.variables.functions
import time:      1331 |       1331 |                                                 torch._dynamo.variables.iter
import time:      1420 |       1420 |                                                   torch._dynamo.create_parameter_op
import time:      2143 |       2143 |                                                   torch._dynamo.variables.dicts
import time:       614 |        614 |                                                   torch.utils._cxx_pytree
import time:      2500 |       6676 |                                                 torch._dynamo.variables.user_defined
import time:      2662 |     286629 |                                               torch._dynamo.variables.lists
import time:      3200 |     289828 |                                             torch._dynamo.variables.misc
import time:      1478 |       1478 |                                                 torch._dynamo.variables.lazy
import time:      1333 |       2811 |                                               torch._dynamo.variables.nn_module
import time:     12425 |      12425 |                                                       torch._functorch._aot_autograd.descriptors
import time:      3311 |       3311 |                                                       torch._functorch._aot_autograd.functional_utils
import time:     13740 |      13740 |                                                       torch._functorch._aot_autograd.schemas
import time:      2300 |       2300 |                                                       torch._functorch._aot_autograd.subclass_utils
import time:      2424 |      34198 |                                                     torch._functorch._aot_autograd.collect_metadata_analysis
import time:      3140 |       3140 |                                                       torch._decomp.decompositions_for_rng
import time:      1635 |       1635 |                                                       torch._functorch._aot_autograd.logging_utils
import time:      4134 |       8908 |                                                     torch._functorch._aot_autograd.graph_capture_wrappers
import time:      1860 |       1860 |                                                     torch._functorch._aot_autograd.input_output_analysis
import time:      6712 |      51677 |                                                   torch._functorch._aot_autograd.runtime_wrappers
import time:      1833 |      53510 |                                                 torch._dynamo.compiled_autograd
import time:    205054 |     205054 |                                                 torch._dynamo._trace_wrapped_higher_order_op
import time:      1562 |       1562 |                                                 torch._dynamo.variables.script_object
import time:      2596 |     262720 |                                               torch._dynamo.variables.tensor
import time:      1739 |       1739 |                                                 torch._dynamo.variables.ctx_manager
import time:      1406 |       3144 |                                               torch._dynamo.variables.torch_function
import time:      1908 |     270582 |                                             torch._dynamo.codegen
import time:      2040 |     562450 |                                           torch._dynamo.side_effects
import time:     31381 |      31381 |                                             torch._dynamo.variables.streams
import time:      2094 |      33474 |                                           torch._dynamo.variables.builtin
import time:      1506 |       1506 |                                           torch._dynamo.variables.distributed
import time:      3115 |       3115 |                                           torch._dynamo.variables.higher_order_ops
import time:      1672 |       1672 |                                           torch._dynamo.variables.optimizer
import time:      1784 |       1784 |                                           torch._dynamo.variables.sdpa
import time:      2716 |       2716 |                                           torch._dynamo.variables.torch
import time:      5569 |     636772 |                                         torch._dynamo.variables.builder
import time:      2268 |     690471 |                                       torch._dynamo.variables.base
import time:      1856 |     692327 |                                     torch._dynamo.variables
import time:     12024 |     788300 |                                   torch._dynamo.trace_rules
import time:      1076 |       1076 |                                   torch._dynamo.funcname_cache
import time:       999 |        999 |                                       torch._dynamo.graph_region_tracker
import time:      1198 |       2196 |                                     torch._dynamo.graph_deduplication
import time:       889 |        889 |                                     torch._dynamo.graph_id_filter
import time:      5463 |       8547 |                                   torch._dynamo.output_graph
import time:     16514 |     872645 |                                 torch._dynamo.symbolic_convert
import time:      1301 |       1301 |                                   torch._dynamo.comptime
import time:      2657 |       3958 |                                 torch._dynamo.decorators
import time:      1242 |       1242 |                                 torch._dynamo.cache_size
import time:      4406 |     903878 |                               torch._dynamo.convert_frame
import time:      6854 |       6854 |                               torch._dynamo.package
import time:      4801 |     915532 |                             torch._dynamo.aot_compile
import time:      1706 |       1706 |                             torch._dynamo.functional_export
import time:      1729 |       1729 |                               torch.onnx.errors
import time:       935 |        935 |                                   torch.onnx.ops._dtype_mappings
import time:     26531 |      27465 |                                 torch.onnx.ops._impl
import time:     18668 |      18668 |                                 torch.onnx.ops._symbolic_impl
import time:      2960 |      49091 |                               torch.onnx.ops
import time:      1297 |       1297 |                                   torch.onnx._internal
import time:      1568 |       2865 |                                 torch.onnx._internal.exporter
import time:      1283 |       4147 |                               torch.onnx._internal.exporter._exportable_module
import time:       659 |        659 |                                   torch.onnx._internal._lazy_import
import time:      1136 |       1136 |                                   torch.onnx._internal.exporter._dynamic_shapes
import time:       996 |        996 |                                     torch.onnx._internal.exporter._constants
import time:       951 |       1947 |                                   torch.onnx._internal.exporter._ir_passes
import time:      1137 |       4877 |                                 torch.onnx._internal.exporter._onnx_program
import time:      1885 |       6762 |                               torch.onnx._internal.exporter._input_observer
import time:      1391 |       1391 |                               torch.onnx._internal.torchscript_exporter
import time:       770 |        770 |                                 torch.onnx._constants
import time:      1660 |       1660 |                                 torch.onnx._internal.torchscript_exporter._type_utils
import time:      1187 |       1187 |                                   torch.onnx._internal.torchscript_exporter.registration
import time:       761 |        761 |                                   torch.onnx._internal.torchscript_exporter._globals
import time:      1612 |       3559 |                                 torch.onnx._internal.torchscript_exporter.jit_utils
import time:       787 |        787 |                                   torch.onnx._internal.torchscript_exporter.onnx_proto_utils
import time:      1344 |       2131 |                                 torch.onnx._internal.torchscript_exporter.utils
import time:      2287 |      10406 |                               torch.onnx._internal.torchscript_exporter.symbolic_helper
import time:      5844 |       5844 |                                 torch.onnx._internal.torchscript_exporter.symbolic_opset9
import time:      1517 |       7360 |                               torch.onnx._internal.torchscript_exporter.symbolic_opset10
import time:      1193 |       1193 |                               torch._functorch.make_functional
import time:     36213 |     118288 |                             torch._dynamo.polyfills.loader
import time:      2203 |    1037727 |                           torch._dynamo
import time:        97 |    1037824 |                         torch._dynamo._trace_wrapped_higher_order_op
import time:      2074 |    1044137 |                       transformers.masking_utils
import time:      1298 |       1298 |                       transformers.tokenization_python
import time:      1331 |       1331 |                         transformers.pytorch_utils
import time:      1727 |       3058 |                       transformers.generation.candidate_generator
import time:      2192 |       2192 |                           transformers.utils.metrics
import time:      2993 |       2993 |                             transformers.generation.continuous_batching.requests
import time:      1419 |       4411 |                           transformers.generation.continuous_batching.cache_manager
import time:      1622 |       8225 |                         transformers.generation.continuous_batching.cache
import time:      1173 |       1173 |                           tqdm.contrib.logging
import time:      1163 |       1163 |                           transformers.modeling_flash_attention_utils
import time:       738 |        738 |                             transformers.generation.continuous_batching.utils
import time:      1610 |       2347 |                           transformers.generation.continuous_batching.input_outputs
import time:      1009 |       1009 |                           transformers.generation.continuous_batching.scheduler
import time:      1640 |       7330 |                         transformers.generation.continuous_batching.continuous_api
import time:      1670 |      17224 |                       transformers.generation.continuous_batching
import time:       995 |        995 |                       transformers.generation.stopping_criteria
import time:      6744 |    1086464 |                     transformers.models.auto.auto_factory
import time:      1275 |       1275 |                     transformers.models.encoder_decoder
import time:      1352 |       1352 |                     huggingface_hub.serialization._base
import time:      1359 |       1359 |                     huggingface_hub.serialization._torch
import time:      1700 |       1700 |                     transformers.initialization
import time:      1755 |       1755 |                         transformers.integrations.accelerate
import time:      1635 |       1635 |                           transformers.distributed
import time:      4843 |       6478 |                         transformers.integrations.tensor_parallel
import time:      1615 |       1615 |                         transformers.utils.loading_report
import time:      2831 |      12677 |                       transformers.core_model_loading
import time:      1199 |      13876 |                     transformers.conversion_mapping
import time:      1459 |       1459 |                       transformers.integrations.npu_flash_attention
import time:      1989 |       3448 |                     transformers.integrations.flash_attention
import time:       256 |        256 |                     kernels
import time:      1634 |       1634 |                     transformers.integrations.eager_paged
import time:      1488 |       1488 |                     transformers.integrations.flash_paged
import time:      1436 |       1436 |                     transformers.integrations.flex_attention
import time:      1433 |       1433 |                     transformers.integrations.sdpa_attention
import time:       944 |        944 |                     transformers.integrations.sdpa_paged
import time:      2039 |       2039 |                       transformers.loss
import time:      1100 |       1100 |                                   PIL.GimpGradientFile
import time:       754 |        754 |                                   PIL.GimpPaletteFile
import time:       904 |        904 |                                   PIL.ImageColor
import time:       944 |        944 |                                   PIL.PaletteFile
import time:      1361 |       5061 |                                 PIL.ImagePalette
import time:      1599 |       6659 |                               PIL.ImageOps
import time:      1279 |       1279 |                                   modulefinder
import time:       973 |        973 |                                     torchvision._internally_replaced_utils
import time:      8228 |       9200 |                                   torchvision.extension
import time:     23992 |      23992 |                                   torchvision._meta_registrations
import time:       397 |        397 |                                                 pytorch
import time:        25 |        421 |                                               pytorch.vision
import time:        17 |        438 |                                             pytorch.vision.fb
import time:        29 |        466 |                                           pytorch.vision.fb.io
import time:      1037 |       1037 |                                                     PIL._typing
import time:      8713 |       8713 |                                                     PIL._imagingft
import time:      2296 |      12045 |                                                   PIL.ImageFont
import time:      1882 |      13927 |                                                 PIL.ImageText
import time:      1210 |      15136 |                                               PIL.ImageDraw
import time:      1766 |      16902 |                                             torchvision.utils
import time:     11341 |      28242 |                                           torchvision.io.image
import time:      1629 |      30336 |                                         torchvision.io
import time:        43 |      30378 |                                       torchvision.io.image
import time:      1353 |       1353 |                                         torchvision.datasets.vision
import time:      1612 |       2965 |                                       torchvision.datasets.folder
import time:       983 |        983 |                                         torch.utils.model_zoo
import time:      1674 |       2656 |                                       torchvision.datasets.utils
import time:      2356 |      38354 |                                     torchvision.datasets._optical_flow
import time:      2394 |       2394 |                                     torchvision.datasets._stereo_matching
import time:      1847 |       1847 |                                     torchvision.datasets.caltech
import time:      1395 |       1395 |                                     torchvision.datasets.celeba
import time:      1193 |       1193 |                                     torchvision.datasets.cifar
import time:      1302 |       1302 |                                     torchvision.datasets.cityscapes
import time:      1007 |       1007 |                                     torchvision.datasets.clevr
import time:      1138 |       1138 |                                     torchvision.datasets.coco
import time:       969 |        969 |                                     torchvision.datasets.country211
import time:      1061 |       1061 |                                     torchvision.datasets.dtd
import time:       833 |        833 |                                     torchvision.datasets.eurosat
import time:       463 |        463 |                                           accimage
import time:       551 |        551 |                                             accimage
import time:      2457 |       2457 |                                                 PIL.ImageFilter
import time:      1192 |       1192 |                                                 PIL.ImageStat
import time:      1406 |       5054 |                                               PIL.ImageEnhance
import time:       407 |        407 |                                               accimage
import time:      1662 |       7122 |                                             torchvision.transforms._functional_pil
import time:      1687 |       1687 |                                             torchvision.transforms._functional_tensor
import time:      3372 |      12731 |                                           torchvision.transforms.functional
import time:      2992 |      16185 |                                         torchvision.transforms.transforms
import time:      1678 |       1678 |                                         torchvision.transforms.autoaugment
import time:      1475 |      19337 |                                       torchvision.transforms
import time:      1221 |      20558 |                                     torchvision.datasets.fakedata
import time:      1136 |       1136 |                                     torchvision.datasets.fer2013
import time:      1014 |       1014 |                                     torchvision.datasets.fgvc_aircraft
import time:      1750 |       1750 |                                     torchvision.datasets.flickr
import time:      1125 |       1125 |                                     torchvision.datasets.flowers102
import time:      1174 |       1174 |                                     torchvision.datasets.food101
import time:       987 |        987 |                                     torchvision.datasets.gtsrb
import time:      1112 |       1112 |                                       torchvision.datasets.video_utils
import time:      1101 |       2212 |                                     torchvision.datasets.hmdb51
import time:      1087 |       1087 |                                     torchvision.datasets.imagenet
import time:      1098 |       1098 |                                     torchvision.datasets.imagenette
import time:      1193 |       1193 |                                     torchvision.datasets.inaturalist
import time:      1543 |       1543 |                                     torchvision.datasets.kinetics
import time:      1062 |       1062 |                                     torchvision.datasets.kitti
import time:      1371 |       1371 |                                     torchvision.datasets.lfw
import time:      1111 |       1111 |                                     torchvision.datasets.lsun
import time:      1895 |       1895 |                                     torchvision.datasets.mnist
import time:      1082 |       1082 |                                     torchvision.datasets.moving_mnist
import time:      1032 |       1032 |                                     torchvision.datasets.omniglot
import time:      1124 |       1124 |                                     torchvision.datasets.oxford_iiit_pet
import time:       955 |        955 |                                     torchvision.datasets.pcam
import time:      1052 |       1052 |                                     torchvision.datasets.phototour
import time:      1119 |       1119 |                                     torchvision.datasets.places365
import time:       904 |        904 |                                     torchvision.datasets.rendered_sst2
import time:      1006 |       1006 |                                     torchvision.datasets.sbd
import time:       876 |        876 |                                     torchvision.datasets.sbu
import time:      1796 |       1796 |                                     torchvision.datasets.semeion
import time:      1302 |       1302 |                                     torchvision.datasets.stanford_cars
import time:      1149 |       1149 |                                     torchvision.datasets.stl10
import time:       873 |        873 |                                     torchvision.datasets.sun397
import time:       974 |        974 |                                     torchvision.datasets.svhn
import time:       856 |        856 |                                     torchvision.datasets.ucf101
import time:       835 |        835 |                                     torchvision.datasets.usps
import time:      1042 |       1042 |                                     torchvision.datasets.voc
import time:       800 |        800 |                                     torchvision.datasets.widerface
import time:      3477 |     114043 |                                   torchvision.datasets
import time:      1196 |       1196 |                                       torchvision.transforms._presets
import time:      1607 |       1607 |                                       torchvision.models._api
import time:      1337 |       1337 |                                       torchvision.models._meta
import time:       984 |        984 |                                         torchvision._utils
import time:      1178 |       2161 |                                       torchvision.models._utils
import time:      1685 |       7984 |                                     torchvision.models.alexnet
import time:      2002 |       2002 |                                               torch.onnx._internal.torchscript_exporter.symbolic_opset11
import time:       771 |       2772 |                                             torch.onnx.symbolic_opset11
import time:       729 |        729 |                                             torch.onnx.symbolic_helper
import time:      1410 |       4910 |                                           torchvision.ops._register_onnx_ops
import time:      1018 |       1018 |                                             torchvision.ops._box_convert
import time:      1310 |       1310 |                                             torchvision.ops._utils
import time:      1506 |       3833 |                                           torchvision.ops.boxes
import time:      1065 |       1065 |                                             torchvision.ops.diou_loss
import time:       848 |       1912 |                                           torchvision.ops.ciou_loss
import time:      1067 |       1067 |                                           torchvision.ops.deform_conv
import time:      1307 |       1307 |                                           torchvision.ops.drop_block
import time:      1569 |       1569 |                                             torchvision.ops.misc
import time:       984 |       2553 |                                           torchvision.ops.feature_pyramid_network
import time:      1064 |       1064 |                                           torchvision.ops.focal_loss
import time:       832 |        832 |                                           torchvision.ops.giou_loss
import time:      1084 |       1084 |                                             torchvision.ops.roi_align
import time:      1042 |       2125 |                                           torchvision.ops.poolers
import time:       967 |        967 |                                           torchvision.ops.ps_roi_align
import time:       914 |        914 |                                           torchvision.ops.ps_roi_pool
import time:       943 |        943 |                                           torchvision.ops.roi_pool
import time:       867 |        867 |                                           torchvision.ops.stochastic_depth
import time:      2081 |      25368 |                                         torchvision.ops
import time:        42 |      25409 |                                       torchvision.ops.misc
import time:      1858 |      27267 |                                     torchvision.models.convnext
import time:     12615 |      12615 |                                     torchvision.models.densenet
import time:      3339 |       3339 |                                     torchvision.models.efficientnet
import time:      2741 |       2741 |                                     torchvision.models.googlenet
import time:      1992 |       1992 |                                     torchvision.models.inception
import time:      2176 |       2176 |                                     torchvision.models.mnasnet
import time:      1395 |       1395 |                                       torchvision.models.mobilenetv2
import time:      2013 |       2013 |                                       torchvision.models.mobilenetv3
import time:       964 |       4372 |                                     torchvision.models.mobilenet
import time:      4134 |       4134 |                                     torchvision.models.regnet
import time:      2505 |       2505 |                                     torchvision.models.resnet
import time:      2356 |       2356 |                                     torchvision.models.shufflenetv2
import time:      1809 |       1809 |                                     torchvision.models.squeezenet
import time:      2246 |       2246 |                                     torchvision.models.vgg
import time:      2521 |       2521 |                                     torchvision.models.vision_transformer
import time:      2557 |       2557 |                                     torchvision.models.swin_transformer
import time:      2346 |       2346 |                                     torchvision.models.maxvit
import time:      1547 |       1547 |                                         torchvision.models.detection._utils
import time:       961 |        961 |                                           torchvision.models.detection.image_list
import time:       979 |       1940 |                                         torchvision.models.detection.anchor_utils
import time:      1234 |       1234 |                                         torchvision.models.detection.backbone_utils
import time:       865 |        865 |                                         torchvision.models.detection.generalized_rcnn
import time:      1534 |       1534 |                                         torchvision.models.detection.roi_heads
import time:       951 |        951 |                                         torchvision.models.detection.rpn
import time:      1396 |       1396 |                                         torchvision.models.detection.transform
import time:      2095 |      11559 |                                       torchvision.models.detection.faster_rcnn
import time:      1423 |       1423 |                                       torchvision.models.detection.fcos
import time:      1427 |       1427 |                                       torchvision.models.detection.keypoint_rcnn
import time:      2196 |       2196 |                                       torchvision.models.detection.mask_rcnn
import time:      1706 |       1706 |                                       torchvision.models.detection.retinanet
import time:      1414 |       1414 |                                       torchvision.models.detection.ssd
import time:      1467 |       1467 |                                       torchvision.models.detection.ssdlite
import time:      2251 |      23439 |                                     torchvision.models.detection
import time:       669 |        669 |                                         torchvision.models.optical_flow._utils
import time:      1726 |       2394 |                                       torchvision.models.optical_flow.raft
import time:      1099 |       3493 |                                     torchvision.models.optical_flow
import time:       800 |        800 |                                         torchvision.models.quantization.utils
import time:      1456 |       2256 |                                       torchvision.models.quantization.googlenet
import time:      1050 |       1050 |                                       torchvision.models.quantization.inception
import time:       949 |        949 |                                         torchvision.models.quantization.mobilenetv2
import time:      1078 |       1078 |                                         torchvision.models.quantization.mobilenetv3
import time:       946 |       2972 |                                       torchvision.models.quantization.mobilenet
import time:      1347 |       1347 |                                       torchvision.models.quantization.resnet
import time:      1228 |       1228 |                                       torchvision.models.quantization.shufflenetv2
import time:      1028 |       9880 |                                     torchvision.models.quantization
import time:       844 |        844 |                                         torchvision.models.segmentation._utils
import time:      1081 |       1081 |                                         torchvision.models.segmentation.fcn
import time:      1626 |       3550 |                                       torchvision.models.segmentation.deeplabv3
import time:      1022 |       1022 |                                       torchvision.models.segmentation.lraspp
import time:      1534 |       6104 |                                     torchvision.models.segmentation
import time:      1991 |       1991 |                                       torchvision.models.video.mvit
import time:      3324 |       3324 |                                       torchvision.models.video.resnet
import time:      1994 |       1994 |                                       torchvision.models.video.s3d
import time:      1750 |       1750 |                                       torchvision.models.video.swin_transformer
import time:      1095 |      10153 |                                     torchvision.models.video
import time:      1779 |     137797 |                                   torchvision.models
import time:       783 |        783 |                                   torchvision.version
import time:      1509 |     288600 |                                 torchvision
import time:        25 |     288625 |                               torchvision.transforms
import time:      2575 |     297858 |                             transformers.image_utils
import time:      1902 |     299760 |                           transformers.image_transforms
import time:      1524 |     301283 |                         transformers.loss.loss_for_object_detection
import time:      1754 |       1754 |                         transformers.loss.loss_rt_detr
import time:      1153 |     304189 |                       transformers.loss.loss_d_fine
import time:      1551 |       1551 |                       transformers.loss.loss_deformable_detr
import time:       860 |        860 |                       transformers.loss.loss_grounding_dino
import time:       825 |        825 |                       transformers.loss.loss_lw_detr
import time:      1576 |     311038 |                     transformers.loss.loss_utils
import time:      1576 |       1576 |                       transformers.utils.output_capturing
import time:      1023 |       2599 |                     transformers.monkey_patching
import time:       807 |        807 |                           transformers.quantizers.quantizers_utils
import time:      1017 |       1823 |                         transformers.quantizers.base
import time:      1667 |       1667 |                         transformers.quantizers.quantizer_aqlm
import time:       873 |        873 |                         transformers.quantizers.quantizer_auto_round
import time:      1160 |       1160 |                         transformers.quantizers.quantizer_awq
import time:       833 |        833 |                         transformers.quantizers.quantizer_bitnet
import time:      1005 |       1005 |                         transformers.quantizers.quantizer_bnb_4bit
import time:       999 |        999 |                         transformers.quantizers.quantizer_bnb_8bit
import time:       895 |        895 |                         transformers.quantizers.quantizer_compressed_tensors
import time:       720 |        720 |                         transformers.quantizers.quantizer_eetq
import time:      1064 |       1064 |                         transformers.quantizers.quantizer_fbgemm_fp8
import time:      1800 |       1800 |                         transformers.quantizers.quantizer_finegrained_fp8
import time:      1163 |       1163 |                         transformers.quantizers.quantizer_fouroversix
import time:       948 |        948 |                         transformers.quantizers.quantizer_fp_quant
import time:       807 |        807 |                         transformers.quantizers.quantizer_gptq
import time:       860 |        860 |                         transformers.quantizers.quantizer_higgs
import time:      2042 |       2042 |                         transformers.quantizers.quantizer_hqq
import time:      1255 |       1255 |                         transformers.quantizers.quantizer_metal
import time:       969 |        969 |                         transformers.quantizers.quantizer_mxfp4
import time:       944 |        944 |                         transformers.quantizers.quantizer_quanto
import time:       960 |        960 |                         transformers.quantizers.quantizer_quark
import time:       849 |        849 |                         transformers.quantizers.quantizer_sinq
import time:      1586 |       1586 |                         transformers.quantizers.quantizer_spqr
import time:      1350 |       1350 |                         transformers.quantizers.quantizer_torchao
import time:      1080 |       1080 |                         transformers.quantizers.quantizer_vptq
import time:      1839 |      29479 |                       transformers.quantizers.auto
import time:      2210 |      31689 |                     transformers.quantizers
import time:      1169 |       1169 |                     transformers.safetensors_conversion
import time:      3389 |       3389 |                       transformers.trainer_utils
import time:      1236 |       1236 |                         transformers.debug_utils
import time:      7082 |       8318 |                       transformers.training_args
import time:      1899 |       1899 |                           sentence_transformers.sampler
import time:      4312 |       6211 |                         sentence_transformers.training_args
import time:      1397 |       7607 |                       sentence_transformers.cross_encoder.training_args
import time:       809 |        809 |                                 sentence_transformers.readers.InputExample
import time:       899 |        899 |                                 sentence_transformers.readers.LabelSentenceReader
import time:       802 |        802 |                                 sentence_transformers.readers.NLIDataReader
import time:      1031 |       1031 |                                 sentence_transformers.readers.STSDataReader
import time:       853 |        853 |                                 sentence_transformers.readers.TripletReader
import time:      1637 |       6028 |                               sentence_transformers.readers
import time:        36 |       6063 |                             sentence_transformers.readers.InputExample
