import time: self [us] | cumulative | imported package
import time:       861 |        861 |                             opentelemetry.trace.status
import time:      1738 |       2598 |                           opentelemetry.trace.span
import time:      1283 |       3881 |                         opentelemetry.trace.propagation
import time:      1295 |       1295 |                         opentelemetry.util._decorator
import time:      2629 |       9245 |                       opentelemetry.trace
import time:      2752 |       2752 |                       opentelemetry.sdk.util
import time:      1660 |       1660 |                       opentelemetry.sdk.environment_variables
import time:      1653 |       1653 |                           opentelemetry.semconv
import time:      3449 |       5102 |                         opentelemetry.semconv.resource
import time:      3751 |       3751 |                               email._header_value_parser
import time:      2353 |       6103 |                             email.headerregistry
import time:      1576 |       1576 |                             email.contentmanager
import time:      1850 |       9528 |                           email.policy
import time:       880 |        880 |                           importlib_metadata._text
import time:      1958 |      12365 |                         importlib_metadata._adapters
import time:     12542 |      30009 |                       opentelemetry.sdk.resources
import time:      1949 |       1949 |                       opentelemetry.sdk.trace.sampling
import time:       943 |        943 |                       opentelemetry.sdk.trace.id_generator
import time:       920 |        920 |                       opentelemetry.sdk.util.instrumentation
import time:      1540 |       1540 |                         opentelemetry.semconv.attributes
import time:      1287 |       2827 |                       opentelemetry.semconv.attributes.exception_attributes
import time:       523 |        523 |                             opentelemetry.semconv._incubating
import time:       829 |       1351 |                           opentelemetry.semconv._incubating.attributes
import time:      3003 |       4354 |                         opentelemetry.semconv._incubating.attributes.otel_attributes
import time:       740 |        740 |                           opentelemetry.semconv._incubating.metrics
import time:      2158 |       2898 |                         opentelemetry.semconv._incubating.metrics.otel_metrics
import time:       975 |       8226 |                       opentelemetry.sdk.trace._tracer_metrics
import time:      3615 |     143118 |                     opentelemetry.sdk.trace
import time:      4682 |     198692 |                   langsmith.client
import time:      1263 |       1263 |                   langsmith.uuid
import time:      8371 |     476642 |                 langsmith.run_trees
import time:       862 |     479089 |               langchain_core.tracers.schemas
import time:      1376 |     480465 |             langchain_core.tracers.core
import time:      1490 |     481955 |           langchain_core.tracers.base
import time:      1515 |       1515 |           langchain_core.tracers.memory_stream
import time:      2722 |     490054 |         langchain_core.tracers.log_stream
import time:      1505 |       1505 |         langchain_core.utils.aiter
import time:      6581 |     500623 |       langchain_core.tracers.event_stream
import time:      1130 |       1130 |       langchain_core.tracers.root_listeners
import time:      1081 |       1081 |       langchain_core.utils.iter
import time:      1396 |       1396 |           transformers.dependency_versions_table
import time:      3934 |       3934 |                       regex._regex
import time:      5847 |       9780 |                     regex._regex_core
import time:       117 |        117 |                     regex.DEFAULT_VERSION
import time:      1956 |      11852 |                   regex._main
import time:      1759 |      13610 |                 regex
import time:      1674 |       1674 |                 transformers.utils.doc
import time:      2029 |       2029 |                       huggingface_hub
import time:      1783 |       1783 |                       huggingface_hub.errors
import time:      1497 |       1497 |                             tqdm._monitor
import time:      1006 |       1006 |                             tqdm._tqdm_pandas
import time:       899 |        899 |                                         colorama.ansi
import time:       846 |        846 |                                           colorama.win32
import time:      1153 |       1999 |                                         colorama.winterm
import time:      1124 |       4020 |                                       colorama.ansitowin32
import time:      1384 |       5403 |                                     colorama.initialise
import time:      1459 |       6862 |                                   colorama
import time:      2564 |       9425 |                                 tqdm.utils
import time:      2551 |      11976 |                               tqdm.std
import time:     23936 |      23936 |                               tqdm.version
import time:      1475 |      37386 |                             tqdm.cli
import time:      2063 |       2063 |                             tqdm.gui
import time:      1964 |      43915 |                           tqdm
import time:       755 |        755 |                           tqdm.autonotebook
import time:       955 |        955 |                           tqdm.asyncio
import time:      1337 |      46962 |                         tqdm.auto
import time:      2567 |       2567 |                         huggingface_hub.constants
import time:      1743 |      51271 |                       huggingface_hub.utils.tqdm
import time:    185900 |     185900 |                         huggingface_hub.utils._runtime
import time:      1366 |     187266 |                       huggingface_hub.utils._auth
import time:      1765 |       1765 |                       huggingface_hub.utils._cache_assets
import time:      2121 |       2121 |                         huggingface_hub.utils.logging
import time:      1607 |       1607 |                         huggingface_hub.utils._parsing
import time:      1381 |       1381 |                         huggingface_hub.utils._terminal
import time:      5573 |      10682 |                       huggingface_hub.utils._cache_manager
import time:      1815 |       1815 |                       huggingface_hub.utils._chunk_utils
import time:       810 |        810 |                       huggingface_hub.utils._datetime
import time:      1403 |       1403 |                       huggingface_hub.utils._experimental
import time:      2014 |       2014 |                           yaml.error
import time:      2941 |       2941 |                           yaml.tokens
import time:      1827 |       1827 |                           yaml.events
import time:      1371 |       1371 |                           yaml.nodes
import time:      8275 |       8275 |                             yaml.reader
import time:      2120 |       2120 |                             yaml.scanner
import time:      1763 |       1763 |                             yaml.parser
import time:      2421 |       2421 |                             yaml.composer
import time:      3352 |       3352 |                             yaml.constructor
import time:      4637 |       4637 |                             yaml.resolver
import time:      1514 |      24079 |                           yaml.loader
import time:      2574 |       2574 |                             yaml.emitter
import time:      1031 |       1031 |                             yaml.serializer
import time:      1186 |       1186 |                             yaml.representer
import time:      1960 |       6750 |                           yaml.dumper
import time:      4396 |       4396 |                             yaml._yaml
import time:       992 |       5388 |                           yaml.cyaml
import time:      1970 |      46337 |                         yaml
import time:       907 |        907 |                             filelock._error
import time:      2124 |       3031 |                           filelock._api
import time:      1457 |       1457 |                             filelock._read_write
import time:      1060 |       2516 |                           filelock._async_read_write
import time:       862 |        862 |                             filelock._util
import time:      1132 |       1993 |                           filelock._soft
import time:       858 |        858 |                           filelock._unix
import time:       973 |        973 |                           filelock._windows
import time:      1582 |       1582 |                           filelock.asyncio
import time:       786 |        786 |                           filelock.version
import time:      2250 |      13986 |                         filelock
import time:      1161 |      61483 |                       huggingface_hub.utils._fixes
import time:       895 |        895 |                         huggingface_hub.utils._subprocess
import time:       974 |       1869 |                       huggingface_hub.utils._git_credential
import time:       916 |        916 |                           huggingface_hub.utils._typing
import time:      2518 |       3434 |                         huggingface_hub.utils._validators
import time:      1317 |       4750 |                       huggingface_hub.utils._headers
import time:       858 |        858 |                         huggingface_hub.utils._lfs
import time:      2873 |       3730 |                       huggingface_hub.utils._http
import time:       774 |        774 |                       huggingface_hub.utils._pagination
import time:      1124 |       1124 |                       huggingface_hub.utils._paths
import time:      2054 |       2054 |                       huggingface_hub.utils._safetensors
import time:      1095 |       1095 |                       huggingface_hub.utils._telemetry
import time:      2252 |       2252 |                       huggingface_hub.utils._xet
import time:      2349 |     340295 |                     huggingface_hub.utils
import time:      1013 |       1013 |                     transformers._typing
import time:      1448 |     342755 |                   transformers.utils.logging
import time:  12721053 |   12721053 |                   transformers.utils.import_utils
import time:      1146 |       1146 |                     glob
import time:      4003 |       4003 |                     torch._utils
import time:      1620 |       1620 |                         torch._strobelight
import time:        66 |         66 |                             gc
import time:      1227 |       1293 |                           timeit
import time:      1216 |       2508 |                         torch._strobelight.cli_function_profiler
import time:      1428 |       5555 |                       torch._strobelight.compile_time_profiler
import time:      1448 |       7002 |                     torch._utils_internal
import time:       860 |        860 |                           torch._vendor
import time:      1341 |       2200 |                         torch._vendor.packaging
import time:      1141 |       1141 |                         torch._vendor.packaging._structures
import time:      1963 |       5303 |                       torch._vendor.packaging.version
import time:       982 |        982 |                       torch.version
import time:      1178 |       7462 |                     torch.torch_version
import time:        96 |         96 |                     torch._rocm_init
import time:     86928 |      86928 |                     torch._C
import time:      1284 |       1284 |                       torch._namedtensor_internals
import time:      3685 |       3685 |                       torch.overrides
import time:      2730 |       7698 |                     torch._tensor
import time:      1218 |       1218 |                       torch.types
import time:      2019 |       3236 |                     torch.storage
import time:      1545 |       1545 |                       torch.amp.autocast_mode
import time:      1208 |       1208 |                       torch.amp.grad_scaler
import time:      1671 |       4424 |                     torch.amp
import time:      1388 |       1388 |                     torch.random
import time:      2467 |       2467 |                       difflib
import time:      2121 |       2121 |                       torch._weights_only_unpickler
import time:      1437 |       1437 |                       torch._sources
import time:      2489 |       8513 |                     torch.serialization
import time:      1831 |       1831 |                     torch._tensor_str
import time:      1347 |       1347 |                       torch.cuda._device_limits
import time:      1506 |       1506 |                       torch.cuda.gds
import time:      1586 |       1586 |                       torch.cuda._utils
import time:      1806 |       1806 |                       torch.cuda.graphs
import time:      1185 |       1185 |                       torch.cuda.green_contexts
import time:      1634 |       1634 |                       torch.cuda.streams
import time:       392 |        392 |                       pynvml
import time:      2228 |       2228 |                         torch.cuda._memory_viz
import time:      2282 |       4510 |                       torch.cuda.memory
import time:      1168 |       1168 |                       torch.cuda.random
import time:      1201 |       1201 |                         torch.cuda.amp.autocast_mode
import time:       736 |        736 |                         torch.cuda.amp.common
import time:       818 |        818 |                         torch.cuda.amp.grad_scaler
import time:      1663 |       4416 |                       torch.cuda.amp
import time:       769 |        769 |                       torch.cuda.jiterator
import time:       690 |        690 |                       torch.cuda.nvtx
import time:       748 |        748 |                       torch.cuda.profiler
import time:       718 |        718 |                       torch.cuda.sparse
import time:      1284 |       1284 |                       torch.cuda.tunable
import time:    121574 |     145326 |                     torch.cuda
import time:      1060 |       1060 |                         torch.sparse._semi_structured_conversions
import time:       901 |        901 |                         torch.sparse._semi_structured_ops
import time:      1596 |       3557 |                       torch.sparse.semi_structured
import time:      1655 |       5211 |                     torch.sparse
import time:      1102 |       1102 |                     torch._compile
import time:       789 |        789 |                     torch._VF
import time:      2067 |       2067 |                           torch.nn.parameter
import time:      3963 |       3963 |                               torch._prims_common
import time:      2147 |       2147 |                                   torch.utils.backcompat
import time:      1662 |       1662 |                                   torch.utils.collect_env
import time:       900 |        900 |                                                 torch.distributed._pycute.typing
import time:      1570 |       2470 |                                               torch.distributed._pycute.int_tuple
import time:      1325 |       1325 |                                               torch.distributed._pycute.layout
import time:      2001 |       5795 |                                             torch.distributed._pycute
import time:      3030 |       8824 |                                           torch.distributed._mesh_layout
import time:      1455 |       1455 |                                           torch.utils._typing_utils
import time:      1345 |       1345 |                                                   unittest.util
import time:      1571 |       2915 |                                                 unittest.result
import time:      1449 |       1449 |                                                 unittest.case
import time:      1234 |       1234 |                                                 unittest.suite
import time:      1425 |       1425 |                                                 unittest.loader
import time:      1791 |       1791 |                                                   argparse
import time:       828 |        828 |                                                     unittest.signals
import time:       892 |       1720 |                                                   unittest.runner
import time:      1038 |       4548 |                                                 unittest.main
import time:      1596 |      13165 |                                               unittest
import time:      1160 |       1160 |                                                 pkgutil
import time:      2411 |       3571 |                                               unittest.mock
import time:      3158 |      19893 |                                             torch.utils._config_module
import time:      7520 |      27413 |                                           torch.distributed.config
import time:      1496 |       1496 |                                             torch.monitor
import time:       671 |        671 |                                               torch.distributed.logging_handlers
import time:      1200 |       1870 |                                             torch.distributed.c10d_logger
import time:       840 |        840 |                                             torch.distributed.constants
import time:       925 |        925 |                                             torch.distributed.rendezvous
import time:       608 |        608 |                                               torchcomms
import time:        62 |        669 |                                             torchcomms._comms
import time:      3782 |       9581 |                                           torch.distributed.distributed_c10d
import time:      2561 |      49832 |                                         torch.distributed.device_mesh
import time:      1332 |       1332 |                                         torch.distributed.remote_device
import time:     10684 |      61846 |                                       torch.distributed
import time:       936 |        936 |                                                       torch.utils.data.datapipes._hook_iterator
import time:      1029 |       1965 |                                                     torch.utils.data.datapipes._typing
import time:      1712 |       1712 |                                                       torch.utils._import_utils
import time:      1156 |       1156 |                                                         torch.utils.data.datapipes.utils
import time:      1434 |       2589 |                                                       torch.utils.data.datapipes.utils.common
import time:      1340 |       1340 |                                                       torch.utils.data.dataset
import time:     44695 |      50334 |                                                     torch.utils.data.datapipes.datapipe
import time:       924 |      53222 |                                                   torch.utils.data.datapipes._decorator
import time:      1201 |       1201 |                                                     torch.utils.data.datapipes.dataframe.dataframe_wrapper
import time:      2708 |       3908 |                                                   torch.utils.data.datapipes.dataframe.structures
import time:      1495 |      58625 |                                                 torch.utils.data.datapipes.dataframe.dataframes
import time:      1126 |       1126 |                                                 torch.utils.data.datapipes.dataframe.datapipes
import time:      1388 |      61138 |                                               torch.utils.data.datapipes.dataframe
import time:      1151 |       1151 |                                                       torch.utils.data._utils.collate
import time:      1045 |       1045 |                                                       torch.utils.data._utils.fetch
import time:       799 |        799 |                                                       torch.utils.data._utils.pin_memory
import time:       778 |        778 |                                                       torch.utils.data._utils.signal_handling
import time:      1816 |       1816 |                                                       torch.utils.data._utils.worker
import time:      1897 |       7485 |                                                     torch.utils.data._utils
import time:        24 |       7508 |                                                   torch.utils.data._utils.collate
import time:      1367 |       8874 |                                                 torch.utils.data.datapipes.iter.callable
import time:      1550 |       1550 |                                                   torch.utils.data.sampler
import time:       957 |       2506 |                                                 torch.utils.data.datapipes.iter.combinatorics
import time:      1617 |       1617 |                                                 torch.utils.data.datapipes.iter.combining
import time:       960 |        960 |                                                   torch.utils.data.datapipes.iter.utils
import time:       785 |       1744 |                                                 torch.utils.data.datapipes.iter.filelister
import time:       982 |        982 |                                                 torch.utils.data.datapipes.iter.fileopener
import time:      1054 |       1054 |                                                 torch.utils.data.datapipes.iter.grouping
import time:      1010 |       1010 |                                                   torch.utils.data.datapipes.utils.decoder
import time:       918 |       1928 |                                                 torch.utils.data.datapipes.iter.routeddecoder
import time:       718 |        718 |                                                 torch.utils.data.datapipes.iter.selecting
import time:       856 |        856 |                                                 torch.utils.data.datapipes.iter.sharding
import time:       729 |        729 |                                                 torch.utils.data.datapipes.iter.streamreader
import time:      1784 |      22788 |                                               torch.utils.data.datapipes.iter
import time:      1118 |       1118 |                                                 torch.utils.data.datapipes.map.callable
import time:       871 |        871 |                                                 torch.utils.data.datapipes.map.combinatorics
import time:       887 |        887 |                                                 torch.utils.data.datapipes.map.combining
import time:      1153 |       1153 |                                                 torch.utils.data.datapipes.map.grouping
import time:      1056 |       1056 |                                                 torch.utils.data.datapipes.map.utils
import time:      1169 |       6252 |                                               torch.utils.data.datapipes.map
import time:      1239 |      91417 |                                             torch.utils.data.datapipes
import time:        90 |      91506 |                                           torch.utils.data.datapipes.iter
import time:        20 |      91526 |                                         torch.utils.data.datapipes.iter.sharding
import time:       870 |        870 |                                         torch.utils.data.graph
import time:      1106 |      93501 |                                       torch.utils.data.graph_settings
import time:      2195 |     157542 |                                     torch.utils.data.dataloader
import time:       870 |        870 |                                     torch.utils.data.distributed
import time:      1944 |     160355 |                                   torch.utils.data
import time:       795 |        795 |                                   torch.utils.deterministic
import time:      1239 |       1239 |                                   torch.utils.hooks
import time:      1308 |       1308 |                                   torch.utils.backend_registration
import time:       676 |        676 |                                   torch.utils.cpp_backtrace
import time:      1014 |       1014 |                                   torch.utils.throughput_benchmark
import time:      2091 |     171284 |                                 torch.utils
import time:      1786 |       1786 |                                 torchgen
import time:      1262 |       1262 |                                     torchgen.code_template
import time:      1795 |       3057 |                                   torchgen.utils
import time:     18461 |      21517 |                                 torchgen.model
import time:      2524 |     197110 |                               torch.utils._python_dispatch
import time:      2729 |     203801 |                             torch.nn.modules.module
import time:      1948 |       1948 |                                   torch.distributed.rpc
import time:      2322 |       2322 |                                               pickletools
import time:       914 |        914 |                                               torch.package._digraph
import time:      1273 |       1273 |                                               torch.package._importlib
import time:       824 |        824 |                                               torch.package._mangling
import time:      1038 |       1038 |                                                 torch.package.importer
import time:      1060 |       2098 |                                               torch.package._package_pickler
import time:       991 |        991 |                                               torch.package._stdlib
import time:      1001 |       1001 |                                               torch.package.find_file_dependencies
import time:      1860 |       1860 |                                               torch.package.glob_group
import time:      3116 |      14396 |                                             torch.package.package_exporter
import time:      1843 |      16239 |                                           torch.package.analyze.find_first_use_of_broken_modules
import time:      1162 |       1162 |                                           torch.package.analyze.trace_dependencies
import time:      1657 |      19056 |                                         torch.package.analyze
import time:      1058 |      20114 |                                       torch.package.analyze.is_from_package
import time:       921 |        921 |                                       torch.package.file_structure_representation
import time:       865 |        865 |                                         torch.package._directory_reader
import time:       849 |        849 |                                         torch.package._package_unpickler
import time:      1294 |       3007 |                                       torch.package.package_importer
import time:      1419 |      25459 |                                     torch.package
import time:        29 |      25488 |                                   torch.package._mangling
import time:      1171 |       1171 |                                   torch._awaits
import time:      1593 |       1593 |                                   torch.futures
import time:      2243 |      32441 |                                 torch._jit_internal
import time:      3395 |       3395 |                                 torch._torch_docs
import time:      1077 |       1077 |                                 torch.nn._reduction
import time:      1300 |       1300 |                                   torch.nn.modules.utils
import time:      1317 |       2616 |                                 torch.nn.grad
import time:     29412 |      68939 |                               torch.nn.functional
import time:      1487 |       1487 |                               torch.nn.init
import time:      1360 |       1360 |                               torch.nn.modules.lazy
import time:      1710 |      73495 |                             torch.nn.modules.linear
import time:      2364 |       2364 |                             torch.nn.modules.activation
import time:      1994 |       1994 |                               torch.nn.modules.container
import time:      1288 |       3281 |                             torch.nn.modules.adaptive
import time:      1436 |       1436 |                                                   torch._functorch
import time:      1163 |       1163 |                                                       torch.utils._contextlib
import time:      1436 |       2598 |                                                     torch.autograd.grad_mode
import time:      1538 |       4136 |                                                   torch.autograd.forward_ad
import time:      2082 |       7653 |                                                 torch._functorch.pyfunctorch
import time:      2316 |       9968 |                                               torch._ops
import time:      2954 |       2954 |                                               torch._library.utils
import time:      2165 |      15087 |                                             torch._library.autograd
import time:      1763 |       1763 |                                             torch._library.fake_impl
import time:      1183 |       1183 |                                               torch._library.effects
import time:      1463 |       2645 |                                             torch._library.simple_registry
import time:      1286 |       1286 |                                             torch._library.fake_class_registry
import time:      1260 |       1260 |                                               torch.utils._exposed_in
import time:      1767 |       1767 |                                               torch._library.custom_ops
import time:      1994 |       1994 |                                                   torch._opaque_base
import time:      2095 |       4089 |                                                 torch._library.opaque_object
import time:      1556 |       5645 |                                               torch._library.infer_schema
import time:      1134 |       9804 |                                             torch._library.triton
import time:      1771 |      32353 |                                           torch._library
import time:        45 |      32398 |                                         torch._library.opaque_object
import time:      7404 |      39801 |                                       torch.utils._pytree
import time:      1520 |      41321 |                                     torch._vmap_internals
import time:      2007 |       2007 |                                     torch.autograd.functional
import time:      1266 |       1266 |                                       torch.autograd.variable
import time:      2270 |       3536 |                                     torch.autograd.graph
import time:      1233 |       1233 |                                     torch.autograd.anomaly_mode
import time:      1109 |       1109 |                                           torch._functorch.utils
import time:      1078 |       1078 |                                             torch._functorch.predispatch
import time:      1432 |       2510 |                                           torch._functorch.vmap
import time:      2177 |       5795 |                                         torch._functorch.apis
import time:      2120 |       7915 |                                       torch._functorch.autograd_function
import time:      1664 |       9578 |                                     torch.autograd.function
import time:      1154 |       1154 |                                         torch.testing._utils
import time:      1707 |       1707 |                                         torch.testing._comparison
import time:       969 |        969 |                                         torch.testing._creation
import time:      1517 |       5345 |                                       torch.testing
import time:      2031 |       7376 |                                     torch.autograd.gradcheck
import time:      2163 |       2163 |                                       torch.autograd.profiler_util
import time:      2708 |       4870 |                                     torch.autograd.profiler
import time:      4740 |      74659 |                                   torch.autograd
import time:        47 |      74706 |                                 torch.autograd.function
import time:      1235 |      75941 |                               torch.nn.modules._functions
import time:      1366 |      77306 |                             torch.nn.modules.batchnorm
import time:      1282 |       1282 |                             torch.nn.modules.channelshuffle
import time:      2402 |       2402 |                               torch.nn.common_types
import time:      2002 |       4404 |                             torch.nn.modules.conv
import time:      1055 |       1055 |                             torch.nn.modules.distance
import time:      1131 |       1131 |                             torch.nn.modules.dropout
import time:       885 |        885 |                             torch.nn.modules.flatten
import time:      1052 |       1052 |                             torch.nn.modules.fold
import time:      1170 |       1170 |                             torch.nn.modules.instancenorm
import time:      1745 |       1745 |                             torch.nn.modules.loss
import time:      1482 |       1482 |                             torch.nn.modules.normalization
import time:      1378 |       1378 |                             torch.nn.modules.padding
import time:       902 |        902 |                             torch.nn.modules.pixelshuffle
import time:      1835 |       1835 |                             torch.nn.modules.pooling
import time:      1099 |       1099 |                                       torch.__future__
import time:      1168 |       2266 |                                     torch.nn.utils.parametrize
import time:      2001 |       4266 |                                   torch.nn.utils.parametrizations
import time:      1456 |       1456 |                                   torch.nn.utils.rnn
import time:       923 |        923 |                                     torch.nn.utils._named_member_accessor
import time:       929 |       1851 |                                   torch.nn.utils.stateless
import time:       932 |        932 |                                     torch.utils._foreach_utils
import time:      1072 |       2004 |                                   torch.nn.utils.clip_grad
import time:       682 |        682 |                                   torch.nn.utils.convert_parameters
import time:       704 |        704 |                                   torch.nn.utils.fusion
import time:       587 |        587 |                                   torch.nn.utils.init
import time:       671 |        671 |                                   torch.nn.utils.memory_format
import time:       827 |        827 |                                   torch.nn.utils.spectral_norm
import time:       745 |        745 |                                   torch.nn.utils.weight_norm
import time:      1793 |      15582 |                                 torch.nn.utils
import time:        37 |      15618 |                               torch.nn.utils.rnn
import time:     14013 |      29631 |                             torch.nn.modules.rnn
import time:      1217 |       1217 |                             torch.nn.modules.sparse
import time:      1260 |       1260 |                             torch.nn.modules.transformer
import time:       918 |        918 |                             torch.nn.modules.upsampling
import time:      1897 |     413482 |                           torch.nn.modules
import time:      1257 |       1257 |                                 torch.backends.cpu
import time:      2376 |       2376 |                                 torch.backends.cuda
import time:      1331 |       1331 |                                   torch.backends.cudnn.rnn
import time:      2084 |       3415 |                                 torch.backends.cudnn
import time:      1151 |       1151 |                                 torch.backends.cusparselt
import time:       826 |        826 |                                 torch.backends.kleidiai
import time:       996 |        996 |                                 torch.backends.mha
import time:      1074 |       1074 |                                 torch.backends.miopen
import time:      1048 |       1048 |                                 torch.backends.mkl
import time:      1162 |       1162 |                                 torch.backends.mkldnn
import time:      1672 |       1672 |                                   torch.library
import time:      1110 |       2781 |                                 torch.backends.mps
import time:      1381 |       1381 |                                 torch.backends.nnpack
import time:      1204 |       1204 |                                 torch.backends.openmp
import time:       363 |        363 |                                   opt_einsum
import time:      1050 |       1412 |                                 torch.backends.opt_einsum
import time:      1051 |       1051 |                                 torch.backends.quantized
import time:      1636 |      22764 |                               torch.backends
import time:        38 |      22802 |                             torch.backends.cuda
import time:      1223 |       1223 |                             torch.nn.attention._registry
import time:      1307 |       1307 |                             torch.nn.attention._fa3
import time:      1936 |       1936 |                             torch.nn.attention._fa4
import time:      1283 |      28549 |                           torch.nn.attention
import time:       834 |        834 |                               torch.nn.parallel.parallel_apply
import time:       808 |        808 |                                   torch.cuda.nccl
import time:       725 |       1532 |                                 torch.nn.parallel.comm
import time:       820 |       2352 |                               torch.nn.parallel.replicate
import time:      1020 |       1020 |                                 torch.nn.parallel._functions
import time:       835 |       1854 |                               torch.nn.parallel.scatter_gather
import time:      1305 |       6344 |                             torch.nn.parallel.data_parallel
import time:      2235 |       2235 |                                   torch.distributed.algorithms.join
import time:      2649 |       4884 |                                 torch.distributed.algorithms
import time:        44 |       4927 |                               torch.distributed.algorithms.join
import time:      1993 |       1993 |                               torch.distributed.utils
import time:      3041 |       9960 |                             torch.nn.parallel.distributed
import time:      1055 |      17358 |                           torch.nn.parallel
import time:      1378 |     462833 |                         torch.nn
import time:        23 |     462855 |                       torch.nn.functional
import time:      1118 |       1118 |                         torch._linalg_utils
import time:      1732 |       2849 |                       torch._lowrank
import time:     14084 |     479787 |                     torch.functional
import time:      1633 |       1633 |                     torch.__config__
import time:      1391 |       1391 |                       torch.accelerator._utils
import time:      1457 |       1457 |                       torch.accelerator.memory
import time:      1791 |       4638 |                     torch.accelerator
import time:      1025 |       1025 |                         torch.cpu.amp.autocast_mode
import time:       649 |        649 |                         torch.cpu.amp.grad_scaler
import time:      1405 |       3078 |                       torch.cpu.amp
import time:      1246 |       4324 |                     torch.cpu
import time:      1763 |       1763 |                         torch.distributions.constraints
import time:      1045 |       1045 |                           torch.distributions.utils
import time:      1322 |       2366 |                         torch.distributions.distribution
import time:      2217 |       6345 |                       torch.distributions.transforms
import time:      1376 |       1376 |                         torch.distributions.exp_family
import time:       981 |       2356 |                       torch.distributions.bernoulli
import time:      1396 |       1396 |                         torch.distributions.dirichlet
import time:      1722 |       3117 |                       torch.distributions.beta
import time:      1720 |       1720 |                       torch.distributions.binomial
import time:      1224 |       1224 |                       torch.distributions.categorical
import time:       972 |        972 |                       torch.distributions.cauchy
import time:      1060 |       1060 |                         torch.distributions.gamma
import time:      1033 |       2093 |                       torch.distributions.chi2
import time:       994 |        994 |                       torch.distributions.constraint_registry
import time:      1254 |       1254 |                       torch.distributions.continuous_bernoulli
import time:      1106 |       1106 |                       torch.distributions.exponential
import time:       878 |        878 |                       torch.distributions.fishersnedecor
import time:      1260 |       1260 |                       torch.distributions.generalized_pareto
import time:      1161 |       1161 |                       torch.distributions.geometric
import time:      2423 |       2423 |                           torch.distributions.independent
import time:      2792 |       5214 |                         torch.distributions.transformed_distribution
import time:      1300 |       1300 |                         torch.distributions.uniform
import time:      2162 |       8676 |                       torch.distributions.gumbel
import time:       952 |        952 |                       torch.distributions.half_cauchy
import time:      1497 |       1497 |                         torch.distributions.normal
import time:      1028 |       2525 |                       torch.distributions.half_normal
import time:       941 |        941 |                       torch.distributions.inverse_gamma
import time:      2028 |       2028 |                         torch.distributions.laplace
import time:      1990 |       1990 |                           torch.distributions.multivariate_normal
import time:      1760 |       3750 |                         torch.distributions.lowrank_multivariate_normal
import time:      1293 |       1293 |                         torch.distributions.one_hot_categorical
import time:      1280 |       1280 |                         torch.distributions.pareto
import time:      1087 |       1087 |                         torch.distributions.poisson
import time:      2455 |      11891 |                       torch.distributions.kl
import time:      1121 |       1121 |                       torch.distributions.kumaraswamy
import time:      1054 |       1054 |                       torch.distributions.lkj_cholesky
import time:       909 |        909 |                       torch.distributions.log_normal
import time:      1253 |       1253 |                       torch.distributions.logistic_normal
import time:       973 |        973 |                       torch.distributions.mixture_same_family
import time:       913 |        913 |                       torch.distributions.multinomial
import time:      1718 |       1718 |                       torch.distributions.negative_binomial
