import time: self [us] | cumulative | imported package
import time:      1797 |       1797 |       pandas.io.spss
import time:      2959 |       2959 |       pandas.io.sql
import time:      2765 |       2765 |       pandas.io.xml
import time:      2840 |      52849 |     pandas.io.api
import time:      2833 |       2833 |     pandas.util._tester
import time:      1307 |       1307 |     pandas._version_meson
import time:      3206 |    1325184 |   pandas
import time:      3488 |       3488 |       tempfile
import time:      3811 |       3811 |       dotenv.parser
import time:      2419 |       2419 |       dotenv.variables
import time:      3671 |      13387 |     dotenv.main
import time:      2414 |      15800 |   dotenv
import time:      1840 |       1840 |     starlette
import time:      1624 |       1624 |     starlette.status
import time:      2977 |       2977 |         annotated_doc.main
import time:      1677 |       4653 |       annotated_doc
import time:      1407 |       1407 |           email
import time:      1580 |       1580 |           quopri
import time:      1398 |       1398 |             email._parseaddr
import time:       864 |        864 |               email.base64mime
import time:      1042 |       1042 |               email.quoprimime
import time:      1346 |       1346 |               email.errors
import time:       962 |        962 |               email.encoders
import time:      1247 |       5459 |             email.charset
import time:      2334 |       9190 |           email.utils
import time:      1775 |       1775 |             email.header
import time:      1468 |       3242 |           email._policybase
import time:      1362 |       1362 |           email._encoded_words
import time:       901 |        901 |           email.iterators
import time:      2471 |      20151 |         email.message
import time:      1484 |       1484 |             anyio._core
import time:      2174 |       3657 |           anyio._core._contextmanagers
import time:      2921 |       2921 |             anyio._core._exceptions
import time:      2283 |       2283 |               sniffio._version
import time:      1905 |       1905 |               sniffio._impl
import time:      1848 |       6035 |             sniffio
import time:      1985 |      10940 |           anyio._core._eventloop
import time:      4022 |       4022 |                 anyio.abc._eventloop
import time:      1547 |       1547 |                 anyio.abc._resources
import time:      1331 |       1331 |                   anyio._core._typedattr
import time:     30496 |      30496 |                       typing_extensions
import time:      1595 |      32091 |                     anyio.abc._tasks
import time:      2346 |      34437 |                   anyio.abc._streams
import time:      2376 |      38142 |                 anyio.abc._sockets
import time:      1967 |       1967 |                 anyio.abc._subprocesses
import time:      2514 |       2514 |                 anyio.abc._testing
import time:      3919 |       3919 |                   anyio.lowlevel
import time:      2157 |       2157 |                   anyio._core._tasks
import time:      1313 |       1313 |                   anyio._core._testing
import time:      9900 |      17287 |                 anyio._core._synchronization
import time:      3197 |       3197 |                 anyio.from_thread
import time:      2448 |      71120 |               anyio.abc
import time:      1870 |      72989 |             anyio.to_thread
import time:      3180 |      76169 |           anyio._core._fileio
import time:      2233 |       2233 |           anyio._core._resources
import time:      1491 |       1491 |           anyio._core._signals
import time:      4861 |       4861 |               _ssl
import time:      5502 |      10362 |             ssl
import time:      1670 |       1670 |               anyio.streams
import time:      3244 |       4914 |             anyio.streams.stapled
import time:      4052 |       4052 |             anyio.streams.tls
import time:      2061 |       2061 |                   asyncio.constants
import time:      1105 |       1105 |                   asyncio.coroutines
import time:      2672 |       2672 |                     asyncio.format_helpers
import time:      3470 |       3470 |                       asyncio.base_futures
import time:      2277 |       2277 |                       asyncio.exceptions
import time:      1441 |       1441 |                       asyncio.base_tasks
import time:      4083 |      11269 |                     _asyncio
import time:      2489 |      16428 |                   asyncio.events
import time:      3150 |       3150 |                   asyncio.futures
import time:      1649 |       1649 |                   asyncio.protocols
import time:      1368 |       1368 |                     asyncio.transports
import time:       917 |        917 |                     asyncio.log
import time:      2333 |       4618 |                   asyncio.sslproto
import time:      1212 |       1212 |                       asyncio.mixins
import time:      2455 |       3666 |                     asyncio.locks
import time:      1615 |       1615 |                       asyncio.timeouts
import time:      1824 |       3439 |                     asyncio.tasks
import time:      1485 |       8589 |                   asyncio.staggered
import time:      1161 |       1161 |                   asyncio.trsock
import time:      4278 |      43036 |                 asyncio.base_events
import time:      1636 |       1636 |                 asyncio.runners
import time:      1740 |       1740 |                 asyncio.queues
import time:      1712 |       1712 |                 asyncio.streams
import time:      1326 |       1326 |                 asyncio.subprocess
import time:      1046 |       1046 |                 asyncio.taskgroups
import time:       869 |        869 |                 asyncio.threads
import time:      2986 |       2986 |                   _overlapped
import time:      2142 |       2142 |                   asyncio.base_subprocess
import time:      2799 |       2799 |                   asyncio.proactor_events
import time:      2443 |       2443 |                   asyncio.selector_events
import time:      1767 |       1767 |                   asyncio.windows_utils
import time:      2086 |      14222 |                 asyncio.windows_events
import time:      2324 |      67908 |               asyncio
import time:        67 |      67975 |             asyncio.coroutines
import time:      3504 |      90805 |           anyio._core._sockets
import time:      4675 |       4675 |             anyio.streams.memory
import time:      1600 |       6275 |           anyio._core._streams
import time:      1842 |       1842 |           anyio._core._subprocesses
import time:      3596 |       3596 |           anyio._core._tempfile
import time:      2068 |     199072 |         anyio
import time:      2049 |       2049 |                       pydantic_core._pydantic_core
import time:     19643 |      19643 |                       pydantic_core.core_schema
import time:      2716 |      24407 |                     pydantic_core
import time:      1350 |      25756 |                   pydantic.version
import time:      1584 |      27340 |                 pydantic.warnings
import time:      2087 |      29426 |               pydantic._migration
import time:      1936 |       1936 |                   typing_inspection
import time:      4171 |       4171 |                   typing_inspection.typing_objects
import time:      3375 |       9481 |                 typing_inspection.introspection
import time:      1765 |       1765 |                 pydantic._internal
import time:      2045 |       2045 |                     pydantic._internal._namespace_utils
import time:      2096 |       4141 |                   pydantic._internal._typing_extra
import time:      2279 |       6420 |                 pydantic._internal._repr
import time:      2543 |      20207 |               pydantic.errors
import time:      2178 |      51810 |             pydantic
import time:      1156 |       1156 |                 pydantic._internal._internal_dataclass
import time:      4153 |       5309 |               pydantic.aliases
import time:      3330 |       3330 |               pydantic.config
import time:      2061 |      10699 |             pydantic._internal._config
import time:      1864 |       1864 |               pydantic._internal._core_utils
import time:      1184 |       1184 |                 pydantic._internal._import_utils
import time:      3036 |       4220 |               pydantic._internal._utils
import time:      8645 |      14727 |             pydantic._internal._decorators
import time:      1993 |       1993 |                 pydantic._internal._forward_ref
import time:      2081 |       4074 |               pydantic._internal._generics
import time:      1430 |       1430 |               pydantic._internal._docs_extraction
import time:      2573 |       8076 |             pydantic._internal._fields
import time:      2185 |       2185 |                 pydantic.plugin
import time:      2533 |       4718 |               pydantic.plugin._schema_validator
import time:      1495 |       6212 |             pydantic._internal._mock_val_ser
import time:      4060 |       4060 |                 fractions
import time:      1665 |       1665 |                 pydantic.annotated_handlers
import time:      8953 |       8953 |                 pydantic.functional_validators
import time:      2124 |       2124 |                   pydantic._internal._core_metadata
import time:      1686 |       1686 |                   pydantic._internal._schema_generation_shared
import time:      7101 |      10911 |                 pydantic.json_schema
import time:      1757 |       1757 |                 pydantic._internal._discriminated_union
import time:      1852 |       1852 |                 pydantic._internal._known_annotated_metadata
import time:      3961 |       3961 |                 pydantic._internal._schema_gather
import time:      4336 |      37493 |               pydantic._internal._generate_schema
import time:      1972 |       1972 |               pydantic._internal._signature
import time:      2389 |      41853 |             pydantic._internal._model_construction
import time:      3493 |       3493 |               http
import time:      2050 |       5543 |             starlette.exceptions
import time:     26882 |      26882 |               annotated_types
import time:      3745 |       3745 |               pydantic._internal._validators
import time:     18884 |      18884 |               pydantic.types
import time:      6890 |      56400 |             pydantic.fields
import time:      1782 |       1782 |                     importlib.metadata._functools
import time:      2114 |       3896 |                   importlib.metadata._text
import time:      3003 |       6899 |                 importlib.metadata._adapters
import time:      2280 |       2280 |                 importlib.metadata._meta
import time:      1556 |       1556 |                 importlib.metadata._collections
import time:      1038 |       1038 |                 importlib.metadata._itertools
import time:      3027 |       3027 |                       importlib.resources.abc
import time:      2094 |       2094 |                       importlib.resources._adapters
import time:      2284 |       7404 |                     importlib.resources._common
import time:      1401 |       1401 |                     importlib.resources._legacy
import time:      1222 |      10027 |                   importlib.resources
import time:      1559 |      11585 |                 importlib.abc
import time:      4327 |      27682 |               importlib.metadata
import time:      2106 |      29787 |             pydantic.plugin._loader
import time:     78455 |     303558 |           fastapi.exceptions
import time:      1617 |       1617 |             fastapi.openapi
import time:      1151 |       1151 |                 fastapi.types
import time:      2099 |       2099 |                   shlex
import time:      1601 |       1601 |                   starlette.concurrency
import time:      1361 |       1361 |                   starlette.types
import time:      4618 |       9677 |                 starlette.datastructures
import time:      1993 |      12821 |               fastapi._compat.shared
import time:      1816 |       1816 |                 fastapi.openapi.constants
import time:      7680 |       9495 |               fastapi._compat.v2
import time:      1682 |      23997 |             fastapi._compat
import time:      3137 |       3137 |             fastapi.logger
import time:      1268 |       1268 |             email_validator
import time:    227569 |     257586 |           fastapi.openapi.models
import time:      8174 |     569317 |         fastapi.params
import time:      2285 |       2285 |         fastapi.datastructures
import time:      1818 |       1818 |           fastapi.dependencies
import time:      1290 |       1290 |                 fastapi.security.base
import time:      5892 |       5892 |                   http.cookies
import time:      2291 |       2291 |                   starlette._utils
import time:      3114 |       3114 |                           python_multipart.exceptions
import time:      2678 |       5791 |                         python_multipart.decoders
import time:      4262 |      10052 |                       python_multipart.multipart
import time:      2394 |      12446 |                     python_multipart
import time:      3832 |      16278 |                   starlette.formparsers
import time:      2659 |      27119 |                 starlette.requests
import time:      2777 |      31184 |               fastapi.security.api_key
import time:      2186 |       2186 |                 fastapi.security.utils
import time:      6936 |       9121 |               fastapi.security.http
import time:      4621 |       4621 |                 fastapi.param_functions
import time:      4417 |       9037 |               fastapi.security.oauth2
import time:      2603 |       2603 |               fastapi.security.open_id_connect_url
import time:      2146 |      54090 |             fastapi.security
import time:       124 |      54214 |           fastapi.security.base
import time:      8475 |      64506 |         fastapi.dependencies.models
import time:      1839 |       1839 |             starlette.background
import time:      2325 |       4164 |           fastapi.background
import time:      2485 |       2485 |           fastapi.concurrency
import time:      2887 |       2887 |           fastapi.utils
import time:      2541 |       2541 |             mimetypes
import time:      2847 |       5388 |           starlette.responses
import time:      3223 |       3223 |           starlette.websockets
import time:      6161 |      24305 |         fastapi.dependencies.utils
import time:      2346 |       2346 |             colorsys
import time:      3292 |       5637 |           pydantic.color
import time:      2661 |       8298 |         fastapi.encoders
import time:      5318 |       5318 |         fastapi.sse
import time:      1893 |       1893 |           starlette._exception_handler
import time:      2320 |       2320 |           starlette.convertors
import time:      2223 |       2223 |           starlette.middleware
import time:      3897 |      10331 |         starlette.routing
import time:      5769 |     909348 |       fastapi.routing
import time:      1521 |       1521 |         fastapi.websockets
import time:      1993 |       3513 |       fastapi.exception_handlers
import time:      2058 |       2058 |         fastapi.middleware
import time:      4287 |       6344 |       fastapi.middleware.asyncexitstack
import time:      2748 |       2748 |       fastapi.openapi.docs
import time:      2975 |       2975 |             email.feedparser
import time:      2012 |       4986 |           email.parser
import time:      4167 |       9153 |         http.client
import time:      1044 |       1044 |           ujson
import time:      1871 |       1871 |             orjson.orjson
import time:      2280 |       4151 |           orjson
import time:      2144 |       7337 |         fastapi.responses
import time:      2072 |      18561 |       fastapi.openapi.utils
import time:      2358 |       2358 |         starlette.middleware.base
import time:      4043 |       4043 |             html.entities
import time:      2798 |       6841 |           html
import time:      2834 |       9674 |         starlette.middleware.errors
import time:      1845 |       1845 |         starlette.middleware.exceptions
import time:      2300 |      16176 |       starlette.applications
import time:      4431 |     965771 |     fastapi.applications
import time:      1925 |       1925 |     fastapi.requests
import time:      2184 |     973342 |   fastapi
import time:      1396 |       1396 |     starlette.middleware.cors
import time:      1496 |       2892 |   fastapi.middleware.cors
import time:      4936 |       4936 |       _sqlite3
import time:      5681 |      10617 |     sqlite3.dbapi2
import time:      2478 |      13094 |   sqlite3
import time:      1950 |       1950 |       sqlalchemy.util.preloaded
import time:      1470 |       1470 |           sqlalchemy.cyextension
import time:      2499 |       2499 |           sqlalchemy.cyextension.collections
import time:      1808 |       1808 |           sqlalchemy.cyextension.immutabledict
import time:      1990 |       1990 |           sqlalchemy.cyextension.processors
import time:      1908 |       1908 |           sqlalchemy.cyextension.resultproxy
import time:      2538 |       2538 |               sqlalchemy.util.compat
import time:      3541 |       6079 |             sqlalchemy.exc
import time:      1937 |       8015 |           sqlalchemy.cyextension.util
import time:      2396 |      20084 |         sqlalchemy.util._has_cy
import time:      3320 |       3320 |         sqlalchemy.util.typing
import time:      3907 |      27310 |       sqlalchemy.util._collections
import time:      3405 |       3405 |           greenlet._greenlet
import time:      2025 |       5429 |         greenlet
import time:      5917 |       5917 |           sqlalchemy.util.langhelpers
import time:      2128 |       8045 |         sqlalchemy.util._concurrency_py3k
import time:      1981 |      15454 |       sqlalchemy.util.concurrency
import time:      1990 |       1990 |       sqlalchemy.util.deprecations
import time:      2725 |      49427 |     sqlalchemy.util
import time:      2975 |       2975 |                       sqlalchemy.event.registry
import time:      2238 |       5213 |                     sqlalchemy.event.legacy
import time:      3195 |       8407 |                   sqlalchemy.event.attr
import time:      1994 |      10401 |                 sqlalchemy.event.base
import time:      1658 |      12058 |               sqlalchemy.event.api
import time:      1727 |      13785 |             sqlalchemy.event
import time:      1990 |       1990 |                   sqlalchemy.log
import time:      6012 |       8001 |                 sqlalchemy.pool.base
import time:      4457 |      12458 |               sqlalchemy.pool.events
import time:      2286 |       2286 |                 sqlalchemy.util.queue
import time:      3789 |       6074 |               sqlalchemy.pool.impl
import time:      1672 |      20203 |             sqlalchemy.pool
import time:      3975 |       3975 |                   sqlalchemy.sql.roles
import time:      2777 |       2777 |                   sqlalchemy.inspection
import time:      6844 |      13595 |                 sqlalchemy.sql._typing
import time:      4307 |       4307 |                   sqlalchemy.sql.visitors
import time:      4730 |       4730 |                   sqlalchemy.sql.cache_key
import time:      5124 |       5124 |                     sqlalchemy.sql.operators
import time:      2791 |       7915 |                   sqlalchemy.sql.traversals
import time:     10007 |      26958 |                 sqlalchemy.sql.base
import time:      5963 |       5963 |                   sqlalchemy.sql.coercions
import time:      2717 |       2717 |                         sqlalchemy.sql.annotation
import time:      4721 |       4721 |                             sqlalchemy.sql.type_api
import time:     16101 |      20822 |                           sqlalchemy.sql.elements
import time:      2445 |       2445 |                           sqlalchemy.util.topological
import time:      8729 |      31995 |                         sqlalchemy.sql.ddl
import time:      1629 |       1629 |                                 sqlalchemy.engine._py_processors
import time:      2236 |       3864 |                               sqlalchemy.engine.processors
import time:      9416 |      13280 |                             sqlalchemy.sql.sqltypes
import time:     21168 |      34447 |                           sqlalchemy.sql.selectable
import time:     10403 |      44850 |                         sqlalchemy.sql.schema
import time:      4027 |      83588 |                       sqlalchemy.sql.util
import time:      5324 |      88912 |                     sqlalchemy.sql.dml
import time:      3558 |      92469 |                   sqlalchemy.sql.crud
import time:      9084 |       9084 |                   sqlalchemy.sql.functions
import time:     14789 |     122304 |                 sqlalchemy.sql.compiler
import time:      1514 |       1514 |                   sqlalchemy.sql._dml_constructors
import time:      1934 |       1934 |                   sqlalchemy.sql._elements_constructors
import time:      2074 |       2074 |                   sqlalchemy.sql._selectable_constructors
import time:      3582 |       3582 |                   sqlalchemy.sql.lambdas
import time:      2556 |      11659 |                 sqlalchemy.sql.expression
import time:      4329 |       4329 |                   sqlalchemy.sql.events
import time:      2791 |       7120 |                 sqlalchemy.sql.naming
import time:      2933 |       2933 |                 sqlalchemy.sql.default_comparator
import time:     17006 |     201572 |               sqlalchemy.sql
import time:        61 |     201633 |             sqlalchemy.sql.compiler
import time:      7644 |     243264 |           sqlalchemy.engine.interfaces
import time:      1901 |       1901 |           sqlalchemy.engine.util
import time:      3580 |     248744 |         sqlalchemy.engine.base
import time:      5900 |     254643 |       sqlalchemy.engine.events
import time:      1529 |       1529 |           sqlalchemy.dialects
import time:      2982 |       4511 |         sqlalchemy.engine.url
import time:      1472 |       1472 |         sqlalchemy.engine.mock
import time:      2939 |       8921 |       sqlalchemy.engine.create
import time:      3563 |       3563 |           sqlalchemy.engine.row
import time:      8984 |      12546 |         sqlalchemy.engine.result
import time:      4775 |      17321 |       sqlalchemy.engine.cursor
import time:      8068 |       8068 |       sqlalchemy.engine.reflection
import time:      2143 |     291094 |     sqlalchemy.engine
import time:      2211 |       2211 |     sqlalchemy.schema
import time:      1690 |       1690 |     sqlalchemy.types
import time:      1848 |       1848 |       sqlalchemy.engine.characteristics
import time:      6103 |       7951 |     sqlalchemy.engine.default
import time:      4029 |     356402 |   sqlalchemy
import time:      1441 |       1441 |       databases.importer
import time:      1665 |       1665 |       databases.interfaces
import time:      5741 |       5741 |           gettext
import time:      4446 |       4446 |               click._winconsole
import time:      3042 |       7487 |             click._compat
import time:      2022 |       2022 |               click.globals
import time:      2832 |       2832 |               click.utils
import time:      3125 |       7978 |             click.exceptions
import time:      4337 |      19801 |           click.types
import time:      2124 |       2124 |           click._utils
import time:      2693 |       2693 |             click.parser
import time:      2564 |       5256 |           click.formatting
import time:      2268 |       2268 |           click.termui
import time:      5509 |      40697 |         click.core
import time:      2589 |       2589 |         click.decorators
import time:      2066 |      45351 |       click
import time:      3476 |      51932 |     databases.core
import time:      2987 |      54918 |   databases
import time:      4868 |       4868 |     aiosqlite.__version__
import time:      2029 |       2029 |         aiosqlite.cursor
import time:      2211 |       4240 |       aiosqlite.context
import time:      4203 |       8442 |     aiosqlite.core
import time:      2655 |      15964 |   aiosqlite
import time:      2334 |       2334 |         sqlalchemy.dialects.sqlite.json
import time:      7936 |      10269 |       sqlalchemy.dialects.sqlite.base
import time:      2890 |       2890 |       sqlalchemy.dialects.sqlite.pysqlite
import time:      1802 |       1802 |         sqlalchemy.connectors
import time:      3765 |       5566 |       sqlalchemy.connectors.asyncio
import time:      3616 |      22340 |     sqlalchemy.dialects.sqlite.aiosqlite
import time:      2245 |       2245 |     sqlalchemy.dialects.sqlite.pysqlcipher
import time:      2174 |       2174 |       sqlalchemy.dialects._typing
import time:      3809 |       5983 |     sqlalchemy.dialects.sqlite.dml
import time:      3611 |      34177 |   sqlalchemy.dialects.sqlite
import time:      1613 |       1613 |     databases.backends.common
import time:      2766 |       4379 |   databases.backends.common.records
import time:      1772 |       1772 |           rag
import time:      5731 |       5731 |             langchain_community
import time:      4333 |      10063 |           langchain_community.embeddings
import time:      5064 |       5064 |                 urllib3.exceptions
import time:      3330 |       3330 |                         urllib3.util.timeout
import time:      3640 |       6969 |                       urllib3.util.connection
import time:      1536 |       1536 |                         urllib3.util.util
import time:      1149 |       1149 |                         brotlicffi
import time:      1100 |       1100 |                         brotli
import time:       862 |        862 |                         backports
import time:      3051 |       7696 |                       urllib3.util.request
import time:      1979 |       1979 |                       urllib3.util.response
import time:      5001 |       5001 |                       urllib3.util.retry
import time:     17231 |      17231 |                         urllib3.util.url
import time:      2558 |       2558 |                         urllib3.util.ssltransport
import time:      3039 |      22827 |                       urllib3.util.ssl_
import time:      1942 |       1942 |                       urllib3.util.wait
import time:      2019 |      48431 |                     urllib3.util
import time:       120 |      48550 |                   urllib3.util.connection
import time:      3391 |      51941 |                 urllib3._base_connection
import time:      3205 |       3205 |                 urllib3._collections
import time:      1466 |       1466 |                 urllib3._version
import time:      1374 |       1374 |                       urllib3.fields
import time:      1348 |       2721 |                     urllib3.filepost
import time:      1044 |       1044 |                       brotlicffi
import time:       811 |        811 |                       brotli
import time:      2055 |       2055 |                         urllib3.http2
import time:      2851 |       2851 |                         urllib3.http2.probe
import time:      1475 |       1475 |                         urllib3.util.ssl_match_hostname
import time:      3430 |       9810 |                       urllib3.connection
import time:      2486 |       2486 |                       backports
import time:      2899 |      17048 |                     urllib3.response
import time:      1822 |      21590 |                   urllib3._request_methods
import time:      1697 |       1697 |                   urllib3.util.proxy
import time:      2465 |      25750 |                 urllib3.connectionpool
import time:      3698 |       3698 |                 urllib3.poolmanager
import time:      3781 |      94904 |               urllib3
import time:      2808 |       2808 |                       81d243bd2c585b0f4821__mypyc
import time:      4700 |       4700 |                       charset_normalizer.constant
import time:       340 |        340 |                           _multibytecodec
import time:      3312 |       3652 |                         charset_normalizer.utils
import time:      2581 |       6232 |                       charset_normalizer.md
import time:      3118 |       3118 |                       charset_normalizer.models
import time:      3060 |      19917 |                     charset_normalizer.cd
import time:       196 |        196 |                     _codecs_tw
import time:       269 |        269 |                     _codecs_hk
import time:       238 |        238 |                     _codecs_jp
import time:       145 |        145 |                     _codecs_kr
import time:       181 |        181 |                     _codecs_cn
import time:       189 |        189 |                     _codecs_iso2022
import time:    185885 |     207018 |                   charset_normalizer.api
import time:      2386 |       2386 |                   charset_normalizer.legacy
import time:      1648 |       1648 |                   charset_normalizer.version
import time:      2384 |       2384 |                     simplejson.errors
import time:      1545 |       1545 |                     simplejson.raw_json
import time:      1569 |       1569 |                       simplejson.compat
import time:      2652 |       2652 |                         simplejson._speedups
import time:      4421 |       7073 |                       simplejson.scanner
import time:      2236 |      10877 |                     simplejson.decoder
import time:      3009 |       3009 |                     simplejson.encoder
import time:      3493 |      21306 |                   simplejson
import time:      2344 |       2344 |                         urllib.response
import time:      2291 |       4635 |                       urllib.error
import time:      2015 |       2015 |                       nturl2path
import time:      6051 |      12700 |                     urllib.request
import time:      8207 |      20906 |                   http.cookiejar
import time:      5158 |     258420 |                 requests.compat
import time:      3691 |     262110 |               requests.exceptions
import time:      1366 |       1366 |               chardet
import time:      2593 |       2593 |                     idna.idnadata
import time:      1865 |       1865 |                     idna.intranges
import time:      3048 |       7506 |                   idna.core
import time:      1824 |       1824 |                   idna.package_data
import time:      2411 |      11740 |                 idna
import time:      3684 |      15424 |               requests.packages
import time:      2327 |       2327 |                     certifi.core
import time:      1790 |       4116 |                   certifi
import time:      1641 |       5757 |                 requests.certs
import time:      1463 |       1463 |                 requests.__version__
import time:      2257 |       2257 |                 requests._internal_utils
import time:      2839 |       2839 |                 requests.cookies
import time:      1967 |       1967 |                 requests.structures
import time:      1117 |       1117 |                     importlib.resources._itertools
import time:      1406 |       2523 |                   importlib.resources.readers
import time:      1292 |       3814 |                 importlib.readers
import time:      3439 |      21534 |               requests.utils
import time:      1766 |       1766 |                     requests.auth
import time:      2200 |       2200 |                         stringprep
import time:      2232 |       4431 |                       encodings.idna
import time:      1944 |       1944 |                       requests.hooks
import time:      2296 |       2296 |                       requests.status_codes
import time:      2752 |      11422 |                     requests.models
import time:      1796 |       1796 |                       urllib3.contrib
import time:      1068 |       1068 |                       socks
import time:      2921 |       5784 |                     urllib3.contrib.socks
import time:      1973 |      20944 |                   requests.adapters
import time:      1884 |      22828 |                 requests.sessions
import time:      1712 |      24539 |               requests.api
import time:      2807 |     422682 |             requests
import time:      1142 |       1142 |                   langchain_core._import_utils
import time:      1964 |       3106 |                 langchain_core._api
import time:      1173 |       1173 |                 langchain_core._api.internal
import time:      1284 |       1284 |                 langchain_core.version
import time:      6367 |      11929 |               langchain_core
import time:        55 |      11983 |             langchain_core._api
import time:      1971 |       1971 |             langchain_core.embeddings
import time:      2166 |       2166 |               langchain_core.runnables
import time:      2039 |       2039 |                 langchain_core.callbacks
import time:      3388 |       3388 |                 langchain_core.callbacks.base
import time:      2946 |       2946 |                   langchain_core.utils
import time:      4351 |       7296 |                 langchain_core.callbacks.stdout
import time:      1359 |       1359 |                 langchain_core.globals
import time:      2128 |       2128 |                       packaging
import time:      1675 |       1675 |                       packaging._structures
import time:      3678 |       7480 |                     packaging.version
import time:      2527 |       2527 |                       pydantic._internal._decorators_v1
import time:      2223 |       2223 |                               pydantic.v1.typing
import time:      4663 |       6886 |                             pydantic.v1.errors
import time:      1114 |       1114 |                                 cython
import time:      1668 |       2782 |                               pydantic.v1.version
import time:      3973 |       6755 |                             pydantic.v1.utils
import time:      3546 |      17185 |                           pydantic.v1.class_validators
import time:      5522 |       5522 |                           pydantic.v1.config
import time:      3151 |       3151 |                               pydantic.v1.color
import time:      3869 |       3869 |                                   pydantic.v1.datetime_parse
import time:      2736 |       6604 |                                 pydantic.v1.validators
import time:      5406 |      12010 |                               pydantic.v1.networks
import time:     69305 |      69305 |                               pydantic.v1.types
import time:      2420 |      86885 |                             pydantic.v1.json
import time:      3172 |      90056 |                           pydantic.v1.error_wrappers
import time:      3840 |       3840 |                           pydantic.v1.fields
import time:      3012 |       3012 |                             pydantic.v1.parse
import time:      3141 |       3141 |                             pydantic.v1.schema
import time:      6246 |      12399 |                           pydantic.v1.main
import time:      4024 |     133024 |                         pydantic.v1.dataclasses
import time:      1860 |       1860 |                         pydantic.v1.annotated_types
import time:      2285 |       2285 |                         pydantic.v1.decorator
import time:      3594 |       3594 |                         pydantic.v1.env_settings
import time:      2587 |       2587 |                         pydantic.v1.tools
import time:      2321 |     145667 |                       pydantic.v1
import time:      9660 |     157854 |                     langchain_core.utils.pydantic
import time:      1884 |     167218 |                   langchain_core.utils.utils
import time:      1679 |     168897 |                 langchain_core.messages
import time:      3975 |       3975 |                         langchain_core.load.serializable
import time:      1847 |       5822 |                       langchain_core.load._validation
import time:      1763 |       1763 |                       langchain_core.load.mapping
import time:      3576 |      11160 |                     langchain_core.load.load
import time:      1918 |      13077 |                   langchain_core.load
import time:        87 |      13163 |                 langchain_core.load.serializable
import time:      1657 |       1657 |                 langchain_core.utils._merge
import time:      1276 |       1276 |                 langchain_core.utils.interactive_env
import time:      1554 |       1554 |                     xml
import time:      1685 |       1685 |                       xml.sax.handler
import time:      1654 |       1654 |                       xml.sax._exceptions
import time:      2602 |       5940 |                     xml.sax.xmlreader
import time:      1677 |       9170 |                   xml.sax
import time:      3319 |      12489 |                 xml.sax.saxutils
import time:      2372 |       2372 |                 langchain_core.exceptions
import time:     12856 |      12856 |                   langchain_core.messages.tool
import time:      1980 |       1980 |                   langchain_core.utils.json
import time:      1817 |       1817 |                   langchain_core.utils.usage
import time:     22489 |      39142 |                 langchain_core.messages.ai
import time:      4120 |       4120 |                     langchain_core.messages.block_translators.anthropic
import time:      2277 |       2277 |                     langchain_core.messages.block_translators.bedrock
import time:      2599 |       2599 |                     langchain_core.messages.block_translators.bedrock_converse
import time:      1897 |       1897 |                       filetype
import time:      2265 |       4161 |                     langchain_core.messages.block_translators.google_genai
import time:      1423 |       1423 |                     langchain_core.messages.block_translators.google_vertexai
import time:      1311 |       1311 |                     langchain_core.messages.block_translators.groq
import time:      2370 |       2370 |                           langchain_core.language_models._utils
import time:      1835 |       4205 |                         langchain_core.language_models
import time:       259 |       4463 |                       langchain_core.language_models._utils
import time:      2696 |       7159 |                     langchain_core.messages.block_translators.openai
import time:      2994 |      26040 |                   langchain_core.messages.block_translators
import time:        91 |      26131 |                 langchain_core.messages.block_translators.openai
import time:      8049 |       8049 |                 langchain_core.messages.chat
import time:      6870 |       6870 |                 langchain_core.messages.function
import time:      6796 |       6796 |                 langchain_core.messages.human
import time:      4388 |       4388 |                 langchain_core.messages.modifier
import time:      6984 |       6984 |                 langchain_core.messages.system
import time:      1411 |       1411 |                   langchain_core.utils.json_schema
import time:      2511 |       3921 |                 langchain_core.utils.function_calling
import time:      1844 |       1844 |                     langchain_core.documents
import time:      3453 |       5296 |                   langchain_text_splitters.base
import time:      1729 |       7025 |                 langchain_text_splitters
import time:      1550 |       1550 |                 langchain_core.utils.env
import time:      2002 |       2002 |                       uuid_utils._uuid_utils
import time:      1880 |       3881 |                     uuid_utils
import time:      1922 |       5803 |                   uuid_utils.compat
import time:      1305 |       7107 |                 langchain_core.utils.uuid
import time:     25160 |     357050 |               langchain_core.callbacks.manager
import time:      4261 |       4261 |               langchain_core.runnables.utils
import time:      5024 |     368499 |             langchain_core.runnables.config
import time:     12150 |     817283 |           langchain_community.embeddings.huggingface
import time:      4524 |     833641 |         rag.embedder
import time:     28814 |     862455 |       routes.documents
import time:      1711 |     864165 |     routes
import time:       101 |     864265 |   routes.documents
import time:     13839 |      13839 |   routes.chats
import time:     88480 |    3822547 | main
